recency,history,history_segment,zip_code,channel,newbie,segment,T,visit,conversion,spend,true_tau_mens_visit,true_tau_womens_visit,true_tau_mens_spend,true_tau_womens_spend
12,231.34535016699138,3) $200 - $350,Suburban,Phone,1,Mens E-Mail,1,0,0,7.268682005980187,0.05,0.03,1.5,1.0
1,0.056601662941568875,1) $0 - $100,Urban,Web,0,Womens E-Mail,2,1,0,1.9469989831283432,0.05,0.03,1.5,1.0
1,195.67170466825524,2) $100 - $200,Urban,Phone,0,Mens E-Mail,1,0,0,5.375433105386202,0.05,0.03,1.5,1.0
1,126.10076568683188,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,3.869153690673677,0.05,0.03,1.5,1.0
6,561.7998797594713,5) $500 - $750,Suburban,Web,0,Womens E-Mail,2,0,0,7.325335394367215,0.05,0.03,1.5,1.0
9,311.01611448950865,3) $200 - $350,Urban,Phone,1,Womens E-Mail,2,0,0,6.648924560809181,0.05,0.03,1.5,1.0
10,534.8382625950203,5) $500 - $750,Suburban,Web,0,Mens E-Mail,1,0,0,10.362979267558059,0.05,0.03,1.5,1.0
11,311.550426854879,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,10.45063368417676,0.05,0.03,1.5,1.0
12,579.7591029228785,5) $500 - $750,Suburban,Web,0,Womens E-Mail,2,0,0,9.447130805267527,0.05,0.03,1.5,1.0
1,347.320041969598,3) $200 - $350,Urban,Phone,0,Mens E-Mail,1,0,0,5.231223550220738,0.05,0.03,1.5,1.0
5,353.04499303242284,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,4.390103160075209,0.05,0.03,1.5,1.0
9,592.0709526168167,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,0,0,7.9500914573676615,0.05,0.03,1.5,1.0
9,193.30934424741218,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,5.324052519140604,0.05,0.03,1.5,1.0
1,200.2477279298858,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,0,0,6.202747913427274,0.05,0.03,1.5,1.0
8,318.72745914882006,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,5.437929882027699,0.05,0.03,1.5,1.0
1,737.6475141927604,5) $500 - $750,Urban,Phone,0,Womens E-Mail,2,0,0,7.892812806372701,0.05,0.03,1.5,1.0
8,243.40121550211566,3) $200 - $350,Urban,Web,1,Womens E-Mail,2,0,0,5.559800021569322,0.05,0.03,1.5,1.0
1,346.3212896987625,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,4.743502518805927,0.05,0.03,1.5,1.0
12,435.5478511807894,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,9.864503840896923,0.05,0.03,1.5,1.0
5,539.8450264341997,5) $500 - $750,Urban,Phone,1,Womens E-Mail,2,0,0,7.381436198657357,0.05,0.03,1.5,1.0
8,434.5706364085432,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,0,0,7.313409294385142,0.05,0.03,1.5,1.0
6,523.3449403908097,5) $500 - $750,Rural,Web,0,Womens E-Mail,2,0,1,8.411752244770895,0.05,0.03,1.5,1.0
9,414.53175024105343,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,9.922364354677686,0.05,0.03,1.5,1.0
1,316.80552456894236,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.411649361657188,0.05,0.03,1.5,1.0
9,138.31503344761586,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,3.9158023499312598,0.05,0.03,1.5,1.0
1,222.3950638577964,3) $200 - $350,Suburban,Phone,1,Mens E-Mail,1,0,0,3.0934896895798607,0.05,0.03,1.5,1.0
10,245.4870372099423,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,6.857650852072713,0.05,0.03,1.5,1.0
10,343.48661107287165,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,8.233672128425697,0.05,0.03,1.5,1.0
3,379.2128941735256,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,6.424709152338514,0.05,0.03,1.5,1.0
1,587.2536353277146,5) $500 - $750,Suburban,Phone,1,Mens E-Mail,1,0,0,6.928278699637631,0.05,0.03,1.5,1.0
3,11.223393403088554,1) $0 - $100,Suburban,Web,0,Womens E-Mail,2,0,0,3.7247128033408115,0.05,0.03,1.5,1.0
12,292.5137339585686,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,6.952266396573653,0.05,0.03,1.5,1.0
11,586.4737491219673,5) $500 - $750,Suburban,Web,0,Mens E-Mail,1,0,0,11.057103342812182,0.05,0.03,1.5,1.0
2,93.19068659402303,1) $0 - $100,Suburban,Web,1,Mens E-Mail,1,0,0,2.792953142605403,0.05,0.03,1.5,1.0
2,194.29644062881127,2) $100 - $200,Urban,Phone,0,Mens E-Mail,1,0,0,5.157969802758061,0.05,0.03,1.5,1.0
9,369.95298426098884,4) $350 - $500,Rural,Web,0,Womens E-Mail,2,0,0,8.27349709356755,0.05,0.03,1.5,1.0
8,430.4850939591685,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,7.284668894411953,0.05,0.03,1.5,1.0
1,92.46406867222375,1) $0 - $100,Urban,Web,0,Womens E-Mail,2,0,0,3.9108343593622905,0.05,0.03,1.5,1.0
12,532.083800895647,5) $500 - $750,Urban,Web,0,Mens E-Mail,1,0,0,9.682643860845992,0.05,0.03,1.5,1.0
4,386.6616179281818,4) $350 - $500,Urban,Phone,1,Mens E-Mail,1,1,1,6.74409428347552,0.05,0.03,1.5,1.0
1,90.80749010988062,1) $0 - $100,Urban,Phone,0,Mens E-Mail,1,0,0,2.064344072658593,0.05,0.03,1.5,1.0
1,473.05690859281026,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,5.168110175001922,0.05,0.03,1.5,1.0
12,453.5673891530042,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,10.247391312645668,0.05,0.03,1.5,1.0
12,299.694986160401,3) $200 - $350,Urban,Web,1,Mens E-Mail,1,0,0,7.574090421483105,0.05,0.03,1.5,1.0
4,231.19344984792136,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,1,0,3.9151954963362354,0.05,0.03,1.5,1.0
2,124.76132598944979,2) $100 - $200,Urban,Web,1,Mens E-Mail,1,1,0,1.9190241494116944,0.05,0.03,1.5,1.0
3,238.5845127614118,3) $200 - $350,Rural,Web,1,Womens E-Mail,2,0,0,5.2694564116264475,0.05,0.03,1.5,1.0
11,454.5401150641013,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,9.29206607216318,0.05,0.03,1.5,1.0
9,42.3471199960646,1) $0 - $100,Rural,Phone,1,Mens E-Mail,1,0,0,3.0855948265069157,0.05,0.03,1.5,1.0
2,174.8987591432754,2) $100 - $200,Rural,Web,0,Womens E-Mail,2,0,0,3.8970159386062604,0.05,0.03,1.5,1.0
4,343.5351422186142,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,0,0,6.783552275333989,0.05,0.03,1.5,1.0
1,406.48505523615995,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,5.937223020762327,0.05,0.03,1.5,1.0
2,400.5240106497745,4) $350 - $500,Suburban,Phone,0,Mens E-Mail,1,1,0,5.928549833992759,0.05,0.03,1.5,1.0
5,182.72957457214918,2) $100 - $200,Rural,Phone,0,Mens E-Mail,1,0,0,4.958747188223076,0.05,0.03,1.5,1.0
10,284.50929713498226,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,6.016289045226836,0.05,0.03,1.5,1.0
1,230.99126796981488,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,3.4532854316008943,0.05,0.03,1.5,1.0
11,340.2354292030479,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,0,0,7.3386547597026475,0.05,0.03,1.5,1.0
7,386.87316105422366,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,7.083783002140824,0.05,0.03,1.5,1.0
4,274.0275013920005,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,5.512409808515839,0.05,0.03,1.5,1.0
6,317.33230987843416,3) $200 - $350,Urban,Web,1,Womens E-Mail,2,0,1,6.761904134967617,0.05,0.03,1.5,1.0
8,299.9949586474068,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,6.980370992737282,0.05,0.03,1.5,1.0
6,64.0526942642123,1) $0 - $100,Suburban,Web,0,Womens E-Mail,2,0,0,3.150499584568963,0.05,0.03,1.5,1.0
2,494.0766797958734,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,8.491647568471121,0.05,0.03,1.5,1.0
1,455.3461845326289,4) $350 - $500,Urban,Phone,1,Mens E-Mail,1,0,0,5.639866056044156,0.05,0.03,1.5,1.0
8,29.93754126943422,1) $0 - $100,Urban,Web,0,Mens E-Mail,1,0,0,2.691276014379625,0.05,0.03,1.5,1.0
8,616.021767013902,5) $500 - $750,Urban,Web,1,Mens E-Mail,1,1,0,10.95500044912776,0.05,0.03,1.5,1.0
9,361.64137974877383,4) $350 - $500,Urban,Phone,0,Mens E-Mail,1,0,0,9.294365490242388,0.05,0.03,1.5,1.0
6,381.9820342009835,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,1,0,8.695126950978384,0.05,0.03,1.5,1.0
12,224.72475743194045,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,5.2397473335682605,0.05,0.03,1.5,1.0
1,318.6300929603534,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,3.6509455181285033,0.05,0.03,1.5,1.0
9,381.94166696018186,4) $350 - $500,Urban,Phone,0,Mens E-Mail,1,0,0,7.325750371567331,0.05,0.03,1.5,1.0
12,573.2220303319008,5) $500 - $750,Suburban,Phone,0,Mens E-Mail,1,0,0,9.40865308045793,0.05,0.03,1.5,1.0
3,135.72564321780996,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,2.6369049905179174,0.05,0.03,1.5,1.0
11,468.54173613751675,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,8.32155385319858,0.05,0.03,1.5,1.0
6,236.8812161172304,3) $200 - $350,Urban,Web,1,Womens E-Mail,2,0,0,5.882962380939078,0.05,0.03,1.5,1.0
10,513.0441034194174,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,0,0,9.59668259895193,0.05,0.03,1.5,1.0
10,82.15245561873436,1) $0 - $100,Suburban,Phone,1,Womens E-Mail,2,0,0,6.651479531028334,0.05,0.03,1.5,1.0
11,288.56156289799384,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,9.081041011356865,0.05,0.03,1.5,1.0
12,10.696072377276899,1) $0 - $100,Urban,Phone,1,Womens E-Mail,2,0,0,4.774382858328014,0.05,0.03,1.5,1.0
9,201.14089646540438,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,4.53425983175919,0.05,0.03,1.5,1.0
11,228.33317447616483,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,5.940233932221801,0.05,0.03,1.5,1.0
3,365.3370002258834,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,5.572148398415087,0.05,0.03,1.5,1.0
5,64.5731411619889,1) $0 - $100,Suburban,Phone,0,Womens E-Mail,2,0,0,4.392397047183806,0.05,0.03,1.5,1.0
5,548.5232056707764,5) $500 - $750,Urban,Web,0,Mens E-Mail,1,1,0,8.906548475396328,0.05,0.03,1.5,1.0
10,574.505209305206,5) $500 - $750,Suburban,Web,0,Mens E-Mail,1,0,0,10.969382449759431,0.05,0.03,1.5,1.0
7,323.14198956473035,3) $200 - $350,Suburban,Phone,1,Mens E-Mail,1,0,0,8.559842631677256,0.05,0.03,1.5,1.0
4,101.80663270140361,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,1.9078080322862985,0.05,0.03,1.5,1.0
11,86.97091027608515,1) $0 - $100,Urban,Web,0,Womens E-Mail,2,0,0,5.097634843917252,0.05,0.03,1.5,1.0
4,314.58809215364494,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,5.607863683880873,0.05,0.03,1.5,1.0
7,181.15790668441028,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,5.760433907942784,0.05,0.03,1.5,1.0
9,491.5341217507044,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,8.931786448735068,0.05,0.03,1.5,1.0
11,249.0354782990597,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,8.253750069442352,0.05,0.03,1.5,1.0
4,367.8011639883464,4) $350 - $500,Suburban,Phone,0,Mens E-Mail,1,0,0,6.692307466256884,0.05,0.03,1.5,1.0
4,291.2532226933203,3) $200 - $350,Urban,Phone,0,Mens E-Mail,1,1,0,7.115636402860925,0.05,0.03,1.5,1.0
6,219.1214885439764,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,4.67129865322059,0.05,0.03,1.5,1.0
6,186.04080314404035,2) $100 - $200,Urban,Phone,0,Womens E-Mail,2,0,0,4.414663546164182,0.05,0.03,1.5,1.0
7,127.61069938044652,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,6.163697475706211,0.05,0.03,1.5,1.0
1,243.46440580071322,3) $200 - $350,Urban,Web,1,Mens E-Mail,1,0,0,4.134555129364608,0.05,0.03,1.5,1.0
11,310.2580245391249,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,1,0,9.614073543939057,0.05,0.03,1.5,1.0
3,334.3716391654228,3) $200 - $350,Urban,Web,1,Womens E-Mail,2,0,0,4.692848051393186,0.05,0.03,1.5,1.0
9,304.7378341475217,3) $200 - $350,Urban,Web,1,Mens E-Mail,1,0,0,5.796491442185917,0.05,0.03,1.5,1.0
6,270.502343098425,3) $200 - $350,Urban,Phone,1,Mens E-Mail,1,0,0,6.071937643507312,0.05,0.03,1.5,1.0
6,18.581810857142823,1) $0 - $100,Suburban,Web,0,Womens E-Mail,2,0,0,2.963206817221854,0.05,0.03,1.5,1.0
5,474.4715724495789,4) $350 - $500,Suburban,Phone,1,Mens E-Mail,1,0,0,6.856784883417465,0.05,0.03,1.5,1.0
11,69.89298578460802,1) $0 - $100,Suburban,Web,1,Mens E-Mail,1,0,0,5.3608030164419755,0.05,0.03,1.5,1.0
3,375.78351232094894,4) $350 - $500,Rural,Web,0,Womens E-Mail,2,0,0,4.742903229357928,0.05,0.03,1.5,1.0
11,485.3278829165517,4) $350 - $500,Urban,Web,1,Womens E-Mail,2,0,0,8.496610681955037,0.05,0.03,1.5,1.0
5,479.57741010436126,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,6.70333112468945,0.05,0.03,1.5,1.0
1,419.90254066525756,4) $350 - $500,Rural,Web,0,Womens E-Mail,2,0,0,7.1250234187151715,0.05,0.03,1.5,1.0
3,311.1782070221581,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,6.868706054780854,0.05,0.03,1.5,1.0
4,164.51677551221374,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,3.253705122017161,0.05,0.03,1.5,1.0
5,90.29307294585026,1) $0 - $100,Urban,Web,1,Mens E-Mail,1,0,0,3.513055387190572,0.05,0.03,1.5,1.0
10,305.4166103914081,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,7.60349556629937,0.05,0.03,1.5,1.0
9,198.08789747758706,2) $100 - $200,Suburban,Web,1,Womens E-Mail,2,0,0,7.085202761663022,0.05,0.03,1.5,1.0
4,223.1073103741163,3) $200 - $350,Suburban,Web,1,Womens E-Mail,2,0,0,5.271005285179379,0.05,0.03,1.5,1.0
3,403.73543305523043,4) $350 - $500,Suburban,Web,1,Womens E-Mail,2,0,0,6.892251057371274,0.05,0.03,1.5,1.0
10,272.9435957405839,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,6.60524256277522,0.05,0.03,1.5,1.0
1,187.29684435390587,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,3.0178368562061837,0.05,0.03,1.5,1.0
10,747.9984966193916,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,1,0,12.359498474881821,0.05,0.03,1.5,1.0
6,249.51106900447274,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,7.04033958765204,0.05,0.03,1.5,1.0
7,417.0362180879453,4) $350 - $500,Suburban,Web,1,Mens E-Mail,1,1,0,8.783053589300588,0.05,0.03,1.5,1.0
10,404.0981085218523,4) $350 - $500,Rural,Web,0,Womens E-Mail,2,0,0,6.41235114897788,0.05,0.03,1.5,1.0
8,237.44660918537144,3) $200 - $350,Urban,Phone,1,Mens E-Mail,1,0,0,5.830394700070309,0.05,0.03,1.5,1.0
12,196.4444403116113,2) $100 - $200,Urban,Web,0,Mens E-Mail,1,0,0,7.459202996382249,0.05,0.03,1.5,1.0
1,55.12803829984251,1) $0 - $100,Rural,Web,1,Womens E-Mail,2,0,0,1.7028137572716624,0.05,0.03,1.5,1.0
12,336.7183942149274,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,8.563897443917721,0.05,0.03,1.5,1.0
4,305.3323843804102,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,3.197191146008868,0.05,0.03,1.5,1.0
11,118.16717884764762,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,7.041018113145569,0.05,0.03,1.5,1.0
5,490.27199680090683,4) $350 - $500,Urban,Phone,0,Womens E-Mail,2,0,0,6.096207811903336,0.05,0.03,1.5,1.0
2,393.71222031147664,4) $350 - $500,Suburban,Web,1,Mens E-Mail,1,0,0,6.1883025874244915,0.05,0.03,1.5,1.0
1,303.0147824419065,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,3.161777790355713,0.05,0.03,1.5,1.0
8,244.65753120386586,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,7.08759348577959,0.05,0.03,1.5,1.0
6,267.8867678675983,3) $200 - $350,Rural,Phone,1,Mens E-Mail,1,0,0,6.60758591199531,0.05,0.03,1.5,1.0
5,122.74945236498267,2) $100 - $200,Suburban,Phone,0,Womens E-Mail,2,0,0,4.329197763877131,0.05,0.03,1.5,1.0
9,209.16054418190728,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,5.295238289872688,0.05,0.03,1.5,1.0
11,408.49292597983106,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,8.436657116999015,0.05,0.03,1.5,1.0
11,275.7678305919587,3) $200 - $350,Rural,Phone,0,Womens E-Mail,2,0,0,8.6929317546914,0.05,0.03,1.5,1.0
2,621.2259035031353,5) $500 - $750,Suburban,Web,0,Mens E-Mail,1,0,0,7.779513589903285,0.05,0.03,1.5,1.0
10,209.89970627108562,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,4.707408237569158,0.05,0.03,1.5,1.0
12,287.1110614704808,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,7.496239642419089,0.05,0.03,1.5,1.0
8,372.1221203985876,4) $350 - $500,Suburban,Phone,0,Mens E-Mail,1,0,0,6.915132408683438,0.05,0.03,1.5,1.0
11,393.2902657948157,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,8.950724453491297,0.05,0.03,1.5,1.0
10,262.18365214750565,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,5.661661595952058,0.05,0.03,1.5,1.0
9,194.37679558705773,2) $100 - $200,Urban,Web,1,Womens E-Mail,2,0,0,5.171933481613655,0.05,0.03,1.5,1.0
1,255.6872321411374,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,3.155272040892839,0.05,0.03,1.5,1.0
7,364.7999437998643,4) $350 - $500,Rural,Phone,0,Mens E-Mail,1,1,0,6.8076519671526885,0.05,0.03,1.5,1.0
8,260.42062180086043,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,0,1,6.043950840226328,0.05,0.03,1.5,1.0
3,664.9312925720922,5) $500 - $750,Suburban,Web,0,Womens E-Mail,2,0,0,8.756911027030707,0.05,0.03,1.5,1.0
4,257.0324960851223,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,6.129976457593922,0.05,0.03,1.5,1.0
3,337.2900526346128,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,6.10075204594269,0.05,0.03,1.5,1.0
7,306.23877210167257,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,5.016153046735507,0.05,0.03,1.5,1.0
9,268.32118563389844,3) $200 - $350,Urban,Web,1,Mens E-Mail,1,0,1,8.408304197272791,0.05,0.03,1.5,1.0
3,431.5438024018088,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,0,0,5.851975418405396,0.05,0.03,1.5,1.0
6,148.29093427497696,2) $100 - $200,Urban,Web,0,Mens E-Mail,1,0,0,6.424144777556545,0.05,0.03,1.5,1.0
8,655.1370274894726,5) $500 - $750,Urban,Web,0,Mens E-Mail,1,0,0,11.273699010318268,0.05,0.03,1.5,1.0
6,198.3064637915619,2) $100 - $200,Rural,Web,0,Mens E-Mail,1,0,0,6.821986491501685,0.05,0.03,1.5,1.0
2,371.4357587201997,4) $350 - $500,Urban,Web,1,Mens E-Mail,1,0,0,5.336801958102784,0.05,0.03,1.5,1.0
7,331.74263086253933,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,6.4386113469650335,0.05,0.03,1.5,1.0
2,297.00191849564555,3) $200 - $350,Suburban,Phone,1,Mens E-Mail,1,0,0,3.0678913307345983,0.05,0.03,1.5,1.0
2,498.18169757253537,4) $350 - $500,Suburban,Web,1,Mens E-Mail,1,0,0,6.195655765788162,0.05,0.03,1.5,1.0
2,591.9064444059807,5) $500 - $750,Urban,Phone,0,Womens E-Mail,2,0,0,7.376167804496443,0.05,0.03,1.5,1.0
11,183.02287600824351,2) $100 - $200,Rural,Web,0,Womens E-Mail,2,0,0,5.904031150004492,0.05,0.03,1.5,1.0
1,186.0042224175964,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,4.776260913909311,0.05,0.03,1.5,1.0
11,381.3263857892809,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,1,1,9.625829550918779,0.05,0.03,1.5,1.0
1,292.7541350712529,3) $200 - $350,Rural,Phone,0,Mens E-Mail,1,1,0,5.089048663221712,0.05,0.03,1.5,1.0
7,225.30369608733903,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,5.405558821804727,0.05,0.03,1.5,1.0
12,257.54642101118094,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,1,7.142741971056179,0.05,0.03,1.5,1.0
5,225.17749062376447,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,4.759211850965408,0.05,0.03,1.5,1.0
11,132.0044780205365,2) $100 - $200,Suburban,Web,1,Mens E-Mail,1,0,0,6.099385278442583,0.05,0.03,1.5,1.0
3,340.843368986934,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,5.634184743521464,0.05,0.03,1.5,1.0
1,307.87044494278024,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,3.373703792329108,0.05,0.03,1.5,1.0
11,232.03451392389292,3) $200 - $350,Suburban,Phone,1,Womens E-Mail,2,0,0,5.686998187046191,0.05,0.03,1.5,1.0
10,14.478977120814452,1) $0 - $100,Urban,Web,0,Womens E-Mail,2,0,1,5.361072780834717,0.05,0.03,1.5,1.0
6,250.21736151815264,3) $200 - $350,Suburban,Phone,1,Womens E-Mail,2,0,0,5.213511002475421,0.05,0.03,1.5,1.0
11,593.9744500215801,5) $500 - $750,Urban,Phone,0,Womens E-Mail,2,0,0,9.004855327550597,0.05,0.03,1.5,1.0
1,249.99977030836314,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,1,0,6.5099418016728015,0.05,0.03,1.5,1.0
9,254.72868830095115,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,7.098739188462473,0.05,0.03,1.5,1.0
2,227.5469311726021,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,4.535421890563457,0.05,0.03,1.5,1.0
1,392.90252934775555,4) $350 - $500,Urban,Phone,0,Womens E-Mail,2,0,0,4.601761906181732,0.05,0.03,1.5,1.0
12,461.0753451483706,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,9.163896172571574,0.05,0.03,1.5,1.0
7,201.65743405858262,3) $200 - $350,Urban,Web,1,Womens E-Mail,2,0,0,5.578311528819143,0.05,0.03,1.5,1.0
6,74.30191024310207,1) $0 - $100,Suburban,Web,0,Mens E-Mail,1,1,0,4.3744093753850155,0.05,0.03,1.5,1.0
6,248.88089298475163,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,6.0445748967974895,0.05,0.03,1.5,1.0
5,221.26273050556676,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,3.7955736161958793,0.05,0.03,1.5,1.0
11,268.7176680446911,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,6.66726304809507,0.05,0.03,1.5,1.0
4,479.0928079447663,4) $350 - $500,Suburban,Web,1,Mens E-Mail,1,1,0,10.22574632814184,0.05,0.03,1.5,1.0
11,146.47741091439372,2) $100 - $200,Suburban,Phone,0,Mens E-Mail,1,0,0,4.5889985894986784,0.05,0.03,1.5,1.0
4,363.2992836696065,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,1,0,6.3814530233127895,0.05,0.03,1.5,1.0
3,364.2799215673413,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,3.3089030323871067,0.05,0.03,1.5,1.0
10,375.59420994425443,4) $350 - $500,Rural,Web,0,Womens E-Mail,2,0,0,9.211223940494836,0.05,0.03,1.5,1.0
8,404.33508538945165,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,8.088841366878896,0.05,0.03,1.5,1.0
7,16.68499078079836,1) $0 - $100,Suburban,Phone,0,Mens E-Mail,1,0,0,3.162537022015133,0.05,0.03,1.5,1.0
9,390.71859692174365,4) $350 - $500,Suburban,Phone,0,Mens E-Mail,1,0,0,8.063249559086767,0.05,0.03,1.5,1.0
1,298.4770682815851,3) $200 - $350,Suburban,Web,1,Womens E-Mail,2,0,0,3.4630477959258092,0.05,0.03,1.5,1.0
7,196.52125586095713,2) $100 - $200,Suburban,Web,1,Womens E-Mail,2,0,0,5.608215165357097,0.05,0.03,1.5,1.0
10,548.0014683725573,5) $500 - $750,Urban,Web,1,Womens E-Mail,2,0,0,8.72801258527896,0.05,0.03,1.5,1.0
4,433.93003209896204,4) $350 - $500,Suburban,Phone,1,Womens E-Mail,2,0,0,6.642212386263598,0.05,0.03,1.5,1.0
7,178.40803507895,2) $100 - $200,Rural,Phone,0,Mens E-Mail,1,0,0,6.044620476615507,0.05,0.03,1.5,1.0
12,228.54130574869464,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,5.007402229351048,0.05,0.03,1.5,1.0
1,461.9715322838353,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,6.034494968639859,0.05,0.03,1.5,1.0
5,295.4007451424577,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,6.366561465677525,0.05,0.03,1.5,1.0
3,105.4125563501147,2) $100 - $200,Rural,Web,1,Mens E-Mail,1,0,0,2.416637668396024,0.05,0.03,1.5,1.0
5,563.586505001725,5) $500 - $750,Suburban,Web,0,Mens E-Mail,1,0,0,8.219772770735212,0.05,0.03,1.5,1.0
4,263.1665238683911,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,4.47262006413539,0.05,0.03,1.5,1.0
2,304.55343032308735,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,5.315017779334023,0.05,0.03,1.5,1.0
